id,name,genres,type,episodes,status,aired_from,aired_to,duration_per_ep,score,scored_by,rank,rating,studios,producers,image,trailer,synopsis
61583,Immoral Game Master The Animation,Hentai,OVA,,Not yet aired,2025-07-25T00:00:00+00:00,,Unknown,,,,Rx - Hentai,Seven,Pink Pineapple,https://cdn.myanimelist.net/images/anime/1611/149475l.jpg,,
61582,Dream Photobooth,Fantasy,ONA,,Currently Airing,2025-04-22T00:00:00+00:00,,42 sec,,,20651.0,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1630/149474l.jpg,,
61582,Dream Photobooth,Fantasy,ONA,,Currently Airing,2025-04-22T00:00:00+00:00,,42 sec,,,20651.0,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1630/149474l.jpg,,
61587,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai","Action, Adventure, Fantasy, Girls Love",TV,,Not yet aired,,,Unknown,,,,,,,https://cdn.myanimelist.net/images/anime/1728/149490l.jpg,,"Flum Apricot was never meant to be a hero. Despite zero stats across the board and a power she can't even use, she somehow finds herself included in a party of heroes. But Flum's life hits rock bottom when the party's renowned sage, Jean Inteige, decides that the useless girl is dead weight, and arranges to have her sold into slavery. Tossed to monsters to be feasted upon for her master's entertainment, Flum makes the desperate choice to reach for a cursed weapon... and something new awakens within her. A grimdark tale about one woman's blood-soaked quest to reclaim her life!

(Source:"
61587,"""Omae Gotoki ga Maou ni Kateru to Omouna"" to Yuusha Party wo Tsuihou sareta node, Outo de Kimama ni Kurashitai","Action, Adventure, Fantasy, Girls Love",TV,,Not yet aired,,,Unknown,,,,,,,https://cdn.myanimelist.net/images/anime/1728/149490l.jpg,,"Flum Apricot was never meant to be a hero. Despite zero stats across the board and a power she can't even use, she somehow finds herself included in a party of heroes. But Flum's life hits rock bottom when the party's renowned sage, Jean Inteige, decides that the useless girl is dead weight, and arranges to have her sold into slavery. Tossed to monsters to be feasted upon for her master's entertainment, Flum makes the desperate choice to reach for a cursed weapon... and something new awakens within her. A grimdark tale about one woman's blood-soaked quest to reclaim her life!

(Source:"
61547,Triton of the Sea (2000),"Adventure, Fantasy",Movie,1.0,Finished Airing,2000-03-25T00:00:00+00:00,,17 min,,,15423.0,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1171/149353l.jpg,,"Screened at the Glass no Chikyuu wo Sukue: Oyako Forum - Tezuka Osamu kara 21-seiki no Kimitachi e event at Himeji Welcome 21. In addition to the familiar characters from the original work, original characters Marine and the event's mascots Kirara and Mirara also make appearances.

(Source: "
61539,Princess Burst!,Hentai,OVA,,Not yet aired,2025-06-27T00:00:00+00:00,,Unknown,,,,Rx - Hentai,Majin,,https://cdn.myanimelist.net/images/anime/1691/149316l.jpg,,
61538,Asa made Shiru Daku Haha Musume Donburi!!,Hentai,OVA,,Not yet aired,2025-06-20T00:00:00+00:00,,Unknown,,,,Rx - Hentai,,,https://cdn.myanimelist.net/images/anime/1027/149315l.jpg,,
61572,Lawless Love,"Avant Garde, Award Winning",Movie,1.0,Finished Airing,2022-09-24T00:00:00+00:00,,22 min,,,18281.0,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1979/149454l.jpg,,"A short film by Ryuya Suzuki.

Midnight. A construction site. A man with a cone head and a woman with pink hair meet in a powerful encounter. A provocative tale of love, right and wrong over a quarter of a cen"
61570,Daydream Believer,,Music,1.0,Finished Airing,1998-01-01T00:00:00+00:00,,2 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1066/149471l.jpg,,Music video directed by artist Yoshitomo Nara for the song Daydream Believer 
61559,Seimei Ouka,Supernatural,Music,1.0,Finished Airing,2023-04-25T00:00:00+00:00,,3 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1332/149421l.jpg,,Music video for th
61578,Seitokai ni mo Ana wa Aru!,Comedy,TV,,Not yet aired,,,Unknown,,,,,Passione,Aniplex,https://cdn.myanimelist.net/images/anime/1410/149470l.jpg,https://www.youtube.com/watch?v=CHJI-daAZ4Q,"Ume Mizunoe, a first-year student at the prestigious Fujinari Academy, excels in Japanese literature but struggles so badly in science that his chances of advancing are at risk. Hoping to boost his academic record, he joins the student council—only to find himself surrounded by a cast of quirky characters: a charismatic yet secretly shy president, a kind but intimidating treasurer, an adorably cheeky boy, and a tiny, stray-cat-like secretary.

Thrown into a whirlwind of chaotic daily life, Ume's school days are about to get a lot more unpredictable—and a lot more l"
61558,Aikatsu! x PriPara the Movie: Deai no Kiseki!,Slice of Life,Movie,1.0,Not yet aired,2025-01-01T00:00:00+00:00,,Unknown,,,,,,,https://cdn.myanimelist.net/images/anime/1723/149417l.jpg,https://www.youtube.com/watch?v=H9HB3NjEhEM,Collaboration movie bet
61549,Okiraku Ryoushu no Tanoshii Ryouchi Bouei: Seisankei Majutsu de Na mo Naki Mura wo Saikyou no Jousai Toshi ni,Fantasy,TV,,Not yet aired,,,Unknown,,,,,,,https://cdn.myanimelist.net/images/anime/1380/149356l.jpg,,"Van, the fourth son of a powerful noble, is only two years old when he remembers his past life as a salaryman in Japan. With his adult brain in a young body, he's considered a child prodigy...until he displays the ""Production Magic"" skill when he turns eight. In a family that favors offensive magic, this crafting skill is considered useless in battle, and Van is banished to oversee a tiny country town in disgrace. With only his personal maid, the memories of his past life, and his ""worthless"" magic, can Van improve the fortunes of this little village—and himself?

(Source:"
61546,Star Wars: Visions Presents - The Ninth Jedi,"Action, Adventure, Sci-Fi",,,Not yet aired,2026-01-01T00:00:00+00:00,,Unknown,,,,,,,https://cdn.myanimelist.net/images/anime/1234/149352l.jpg,,A spin-off which will expand upon The Nint
61535,Sunny,Drama,Movie,1.0,Not yet aired,,,Unknown,,,,,dwarf,,https://cdn.myanimelist.net/images/anime/1352/149312l.jpg,,"What is Sunny? Sunny is a car. Sunny is a car you take on a drive with your mind. It takes you to the place of your dreams. Sunny is the story of beating the odds, in the ways that co"
61512,365-nichi no Ashita,,Music,1.0,Finished Airing,2023-11-08T00:00:00+00:00,,2 min,,,,PG-13 - Teens 13 or older,Imagica Infos,,https://cdn.myanimelist.net/images/anime/1149/149279l.jpg,,"Original animated music video that serves as a promo for Hokkaido Electric Power Company (hepco).

A story about a girl who take"
60232,Katakoi Meteor Shower,,ONA,7.0,Finished Airing,2022-10-06T00:00:00+00:00,2022-11-17T00:00:00+00:00,42 sec per ep,,,17164.0,G - All Ages,,San-X,https://cdn.myanimelist.net/images/anime/1928/146373l.jpg,,"Katakoi Meteor Shower. It is a shooting star whose unrequited love will come true if you wish for it. Seira hoped that she would fall in love with Hikaru from the class next door, but she ended up turning into a cat. It looks like Hikaru has also turned into a cat...? What will happen to the two of them in the future?

(Source: San-X "
60231,Wanko to Piroshi,,ONA,7.0,Finished Airing,2022-10-06T00:00:00+00:00,2022-11-17T00:00:00+00:00,35 sec per ep,,,15519.0,G - All Ages,,San-X,https://cdn.myanimelist.net/images/anime/1618/146371l.jpg,,"Introducing a dog with a gaping hole in the heart! The slightly sad and warm daily life with the solitary chick ""Piroshi"" may gently and firmly snuggle into your heart...

(Source: San-X "
60229,Pokantotan,,ONA,10.0,Finished Airing,2022-10-03T00:00:00+00:00,2024-09-06T00:00:00+00:00,30 sec per ep,,,18903.0,G - All Ages,,San-X,https://cdn.myanimelist.net/images/anime/1190/146356l.jpg,,"Pokantotan is a slightly forgetful rabbit who is missing something.

(Source: San-X "
61513,Cat Bites Mouse Season 3,Comedy,ONA,5.0,Finished Airing,2024-11-08T00:00:00+00:00,,2 min per ep,,,18582.0,G - All Ages,,indi,https://cdn.myanimelist.net/images/anime/1294/149280l.jpg,,The th
61517,Kingdom: Season 6,Action,TV,,Not yet aired,2025-10-01T00:00:00+00:00,,Unknown,,,,R - 17+ (violence & profanity),"Pierrot, Studio Signpost",,https://cdn.myanimelist.net/images/anime/1145/150403l.jpg,https://www.youtube.com/watch?v=IT5EyilwgoQ,"In ancient China, during the Warring States period, a former servant named Xin rises through the ranks with a dream: to become the greatest general under the heavens. Fighting alongside King Ying Zheng of Qin—who seeks to unify China and end the chaos—Xin leads his own unit, the Fei Xin Force, onto the battlefield.

With power reclaimed from the influential Chancellor Buwei Lü, King Ying Zheng begins laying the groundwork for a new, unified legal state with the support of key allies like strategist Changping Jun and legalist Li Si.

As Qin launches a campaign to seize new territory from the state of Zhao, their advance is halted by the brilliant strategist, Li Mu. In response, Changping Jun devises a bold plan: to bypass Zhao's defenses and strike at the key city of Gyou, near Zhao's capital.

To carry out this risky maneuver, a powerful coalition army is formed—led by the tacticians Ou Sen (Wang Jian), Kan Ki (Huan Yi), and the warrior queen Yo Tan Wa (Yang Duanhe). Joining them are the next generation of Qin commanders: Xin's Fei Xin Force, Mou Ten (Meng Tian)'s Gaku Ka Unit, and Ou Hon (Wang Ben)'s Gyoku Hou Unit, each operating independently.

The fierce battle for Gyou begins, as the future of Qin's unification hangs in the ba"
61517,Kingdom: Season 6,Action,TV,,Not yet aired,2025-10-01T00:00:00+00:00,,Unknown,,,,R - 17+ (violence & profanity),"Pierrot, Studio Signpost",,https://cdn.myanimelist.net/images/anime/1145/150403l.jpg,https://www.youtube.com/watch?v=IT5EyilwgoQ,"In ancient China, during the Warring States period, a former servant named Xin rises through the ranks with a dream: to become the greatest general under the heavens. Fighting alongside King Ying Zheng of Qin—who seeks to unify China and end the chaos—Xin leads his own unit, the Fei Xin Force, onto the battlefield.

With power reclaimed from the influential Chancellor Buwei Lü, King Ying Zheng begins laying the groundwork for a new, unified legal state with the support of key allies like strategist Changping Jun and legalist Li Si.

As Qin launches a campaign to seize new territory from the state of Zhao, their advance is halted by the brilliant strategist, Li Mu. In response, Changping Jun devises a bold plan: to bypass Zhao's defenses and strike at the key city of Gyou, near Zhao's capital.

To carry out this risky maneuver, a powerful coalition army is formed—led by the tacticians Ou Sen (Wang Jian), Kan Ki (Huan Yi), and the warrior queen Yo Tan Wa (Yang Duanhe). Joining them are the next generation of Qin commanders: Xin's Fei Xin Force, Mou Ten (Meng Tian)'s Gaku Ka Unit, and Ou Hon (Wang Ben)'s Gyoku Hou Unit, each operating independently.

The fierce battle for Gyou begins, as the future of Qin's unification hangs in the ba"
61491,Chibizenji-sensei Inokori Kougiroku,"Comedy, Mystery",ONA,,Currently Airing,2025-04-07T00:00:00+00:00,,1 min,,,20134.0,PG-13 - Teens 13 or older,100studio,Pony Canyon,https://cdn.myanimelist.net/images/anime/1005/149251l.jpg,,Mini anime for Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau 
61494,Gold Muscle,"Sci-Fi, Sports",TV,10.0,Finished Airing,2002-10-12T00:00:00+00:00,2003-03-01T00:00:00+00:00,5 min per ep,,,21067.0,PG-13 - Teens 13 or older,WAO World,,https://cdn.myanimelist.net/images/anime/1954/149254l.jpg,,"A story about a mad scientist named Dr. Carlo Gorgon, who created athletes fused with animal DNA to compete through different sports, and it's up to the human athletes, who were the heroes, to challen"
61485,Jigu-ui Juin-eun Goyangi-da,Comedy,TV,13.0,Currently Airing,2025-04-12T00:00:00+00:00,,13 min per ep,,,16833.0,G - All Ages,,,https://cdn.myanimelist.net/images/anime/1013/149248l.jpg,,"Though Chichi the cat looks very cute, she has one goal: eradicate humanity and take over the world! She decides to recruit comrades to aid her in her quest, but it looks like world conquest won't be that easy?! Follow the adventures of Chichi the tyrant, Dunno the doggo who loves humans, and Kaiser Kang Taeshik, the hard-boiled wild hamster, as they face many hardships on their path to absolute dominion!

(Source: Kakao Entert"
61496,Little Fairy Yao,"Action, Adventure, Fantasy",ONA,,Currently Airing,2025-04-21T00:00:00+00:00,,Unknown,,,15903.0,PG-13 - Teens 13 or older,,iQIYI,https://cdn.myanimelist.net/images/anime/1678/150004l.jpg,,"He Wan, the leader of the Hidden Clan feared by all three realms, suddenly attacked the Heavenly Palace. The Supreme God Nan Ze came to fight. In order to protect Nan Ze, the jade-growing fairy Yu Zhiyao risked her life to save him. When she and He Wan were about to perish together, she was unexpectedly reborn. By mistake, Yu Zhiyao was reborn into He Wan's body. After the rebirth, He Wan's Hidden Power was greatly damaged. Ting Zhao, the Hidden Guard of the West Sea, came to help the leader He Wan recover her Hidden Power. Since then, Zhiyao was forced to embark on the road of a two-faced female leader, pretending to be majestic in front of others and being charming in front of the king...

(Source:"
61501,Mistress Kanan is Devilishly Easy,"Comedy, Romance, Supernatural",TV,,Not yet aired,2026-01-01T00:00:00+00:00,,Unknown,,,,,Studio Kai,King Records,https://cdn.myanimelist.net/images/anime/1165/149264l.jpg,,"Kanan is a demon who descends upon the human world with one goal: to feast on the sweetest delicacy of all—young human souls. Disguised as a high schooler, she sets her sights on her first target, an unassuming boy named Youji Kyougi. But just as she prepares to claim her meal, things take a very unexpected turn.

Instead of devouring him, Kanan ends up forming a ""romantic contract"" with Youji. For someone who's lived for millennia without experiencing love, navigating high school romance proves more terrifying than any hunt. Between awkward dates, hand-holding mishaps, and feelings she can't quite name, the once-proud demon finds herself flustered at every turn.

A supernatural romcom about a lovestruck demon and the boy who was supposed to be her prey—sweet, chaotic, and full of f"
61501,Mistress Kanan is Devilishly Easy,"Comedy, Romance, Supernatural",TV,,Not yet aired,2026-01-01T00:00:00+00:00,,Unknown,,,,,Studio Kai,King Records,https://cdn.myanimelist.net/images/anime/1165/149264l.jpg,,"Kanan is a demon who descends upon the human world with one goal: to feast on the sweetest delicacy of all—young human souls. Disguised as a high schooler, she sets her sights on her first target, an unassuming boy named Youji Kyougi. But just as she prepares to claim her meal, things take a very unexpected turn.

Instead of devouring him, Kanan ends up forming a ""romantic contract"" with Youji. For someone who's lived for millennia without experiencing love, navigating high school romance proves more terrifying than any hunt. Between awkward dates, hand-holding mishaps, and feelings she can't quite name, the once-proud demon finds herself flustered at every turn.

A supernatural romcom about a lovestruck demon and the boy who was supposed to be her prey—sweet, chaotic, and full of f"
61495,Daisy's Life,,Movie,1.0,Not yet aired,2026-01-01T00:00:00+00:00,,Unknown,,,,,"Miyu Productions, ame pippin",Asmik Ace,https://cdn.myanimelist.net/images/anime/1357/149255l.jpg,,"Following the emotional journey of a six-year-old girl named Daisy, who loses her mother in a tragic accident and struggles to adapt to life with her aunt. One sleepless night, she encounters a mysterious girl named Dahlia at her window. Their days together begin to transcend time and space, bringing a cosmic perspective to Daisy’s modest life in a downtown yakisoba rest"
61492,Entotsu Machi no Poupelle: Yakusoku no Tokei-dai,"Adventure, Fantasy",Movie,1.0,Not yet aired,2026-01-01T00:00:00+00:00,,Unknown,,,,G - All Ages,Studio 4°C,,https://cdn.myanimelist.net/images/anime/1446/149253l.jpg,https://www.youtube.com/watch?v=P1-fhU4QAPE,Sequel to 
61492,Entotsu Machi no Poupelle: Yakusoku no Tokei-dai,"Adventure, Fantasy",Movie,1.0,Not yet aired,2026-01-01T00:00:00+00:00,,Unknown,,,,G - All Ages,Studio 4°C,,https://cdn.myanimelist.net/images/anime/1446/149253l.jpg,https://www.youtube.com/watch?v=P1-fhU4QAPE,Sequel to 
61481,How to Stay Alive,Avant Garde,Music,1.0,Finished Airing,2009-08-16T00:00:00+00:00,,3 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1404/149244l.jpg,,Music video for the song 
61483,A Witch's Life in Mongol,,TV,,Not yet aired,,,Unknown,,,,,Science SARU,,https://cdn.myanimelist.net/images/anime/1726/149246l.jpg,https://www.youtube.com/watch?v=OnoZ43A_ThM,"In the harem of the Khan, wisdom is beauty. The time: the thirteenth century. The place: Yeke Mongol Ulus, the greatest empire the world has ever known. The woman: Fatima, hailing from Persia, where medical technique and scientific knowledge have been perfected beyond all precedent. Fatima's desire for a stage where she can put her knowledge to work has brought her to the palace of the Mongols, where she falls under the wing of Töregene, the sixth wife of Ögedei, the second Great Khan—a mighty woman with complicated feelings about the direction of the empire. These two women are the axel upon which the politics of the palace, and soon the very world, will tu"
61475,Basketball Whirlwind 2nd Season,Sports,TV,52.0,Finished Airing,2024-07-26T00:00:00+00:00,2025-01-17T00:00:00+00:00,19 min per ep,,,17557.0,PG-13 - Teens 13 or older,CCTV Animation Group,,https://cdn.myanimelist.net/images/anime/1046/149237l.jpg,,Second 
61474,Brighten Up,,Music,1.0,Finished Airing,2025-01-19T00:00:00+00:00,,4 min,,,,G - All Ages,Kamikaze Douga,,https://cdn.myanimelist.net/images/anime/1558/149236l.jpg,,Music video for the
61459,Nousoukyoku,Avant Garde,Music,1.0,Finished Airing,2024-09-20T00:00:00+00:00,,3 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1484/149210l.jpg,,Music video for the song Nous
61469,JoJo no Kimyou na Bouken Part 7: Steel Ball Run,"Action, Adventure, Mystery, Supernatural",,,Not yet aired,,,Unknown,,,,R - 17+ (violence & profanity),,Warner Bros. Japan,https://cdn.myanimelist.net/images/anime/1179/149231l.jpg,https://www.youtube.com/watch?v=RHkvkwnQbEQ,"In the American Old West, the world's greatest race is about to begin. Thousands line up in San Diego to travel over six thousand kilometers for a chance to win the grand prize of fifty million dollars. With the era of the horse reaching its end, contestants are allowed to use any kind of vehicle they wish. Competitors will have to endure grueling conditions, traveling up to a hundred kilometers a day through uncharted wastelands. The Steel Ball Run is truly a one-of-a-kind event.

The youthful Johnny Joestar, a crippled former horse racer, has come to San Diego to watch the start of the race. There he encounters Gyro Zeppeli, a racer with two steel balls at his waist instead of a gun. Johnny witnesses Gyro using one of his steel balls to unleash a fantastical power, compelling a man to fire his gun at himself during a duel. In the midst of the action, Johnny happens to touch the steel ball and feels a power surging through his legs, allowing him to stand up for the first time in two years. Vowing to find the secret of the steel balls, Johnny decides to compete in the race, and so begins his bizarre adventure across America on the Steel Ball Run."
61464,Ai to Aiko no Christmas: Omoide no Tsuri,Slice of Life,ONA,1.0,Finished Airing,2024-12-12T00:00:00+00:00,,13 min,,,19366.0,G - All Ages,dwarf,,https://cdn.myanimelist.net/images/anime/1196/149226l.jpg,https://www.youtube.com/watch?v=CzT4F7cAJII,Experience the enchantment of a Christmas journey with Ai and his loyal pup Aiko as they embark on a heartwarming adventure to help their feline friend Genki rediscover the true holiday sp
61463,Ai to Aiko: Love Can Happen Anywhere,Slice of Life,ONA,1.0,Finished Airing,2018-12-07T00:00:00+00:00,,2 min,,,19367.0,G - All Ages,dwarf,,https://cdn.myanimelist.net/images/anime/1161/149225l.jpg,https://www.youtube.com/watch?v=1ZLTj2w2Lfw,"Love Can Happen Anywhere, or originally titled as '哀Ai to Ai愛' is Ai &amp; Aiko's first animation film. Done in stop-motion, it reflects life and how in facing problems that stop us, we should keep moving in small steps for every small move propels change.

(Source:"
61462,Babies of Bread,"Comedy, Gourmet",Movie,1.0,Finished Airing,2024-12-06T00:00:00+00:00,,4 min,,,18763.0,G - All Ages,CHOCOLATE,,https://cdn.myanimelist.net/images/anime/1085/149223l.jpg,https://www.youtube.com/watch?v=O1wj1szBDgs,"One night, bakery owner Riku kneads dough, leaves it to rest, and departs for the day. However, a thief sneaks in and attempts to steal the cash from the register. The ruckus soon wakes the cream bread dough in the fridge. Can the ""Baby Bread"" save the day?

(Source"
58677,Sekai wo Inuite,Action,Music,1.0,Finished Airing,2024-04-14T00:00:00+00:00,,3 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1897/142623l.jpg,,Music video for the song Sekai wo Inuite by Sou. The song was featured as the
58526,Pipapo☆Pipipu,,Music,1.0,Finished Airing,2024-03-20T00:00:00+00:00,,3 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1762/142283l.jpg,,Music video for the song 
58429,Pig Movie Butaodor,,Movie,1.0,Finished Airing,2001-01-01T00:00:00+00:00,,33 sec,,,18857.0,G - All Ages,,,https://cdn.myanimelist.net/images/anime/1307/142006l.jpg,,A little pig
58653,Feel Free!,,Music,1.0,Finished Airing,2020-12-27T00:00:00+00:00,,4 min,,,,PG-13 - Teens 13 or older,Polygon Magic,,https://cdn.myanimelist.net/images/anime/1372/142596l.jpg,,"Official music video animated by the company Polygon Magic for the song Feel Free!, perfo"
58249,Give It To Me,,Music,1.0,Finished Airing,2024-01-22T00:00:00+00:00,,2 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1382/141665l.jpg,,Music video for the song Choudai na 
61461,Tenkaichi,Action,TV,,Not yet aired,,,Unknown,,,,,,,https://cdn.myanimelist.net/images/anime/1849/149220l.jpg,,"This is not history as we know it. The year is 1600. Ten years have passed since Oda Nobunaga unified the whole of Japan. When Nobunaga realizes he is nearing the end of his life, he announces that he will hand over the reins of power to whoever brings him the strongest warrior. The generals, whose dreams of conquering the country had been crushed, put up their own strongest warriors and aim to become the king of the countr"
61458,Mythology,,Music,1.0,Finished Airing,2025-04-11T00:00:00+00:00,,4 min,,,,PG-13 - Teens 13 or older,THINKR,Kamitsubaki Studio,https://cdn.myanimelist.net/images/anime/1991/149208l.jpg,,Music video for
61456,The iDOLM@STER Million Live!: The Backstage,,Special,1.0,Finished Airing,2024-03-29T00:00:00+00:00,,21 min,,,15106.0,PG-13 - Teens 13 or older,Shimogumi,,https://cdn.myanimelist.net/images/anime/1736/149207l.jpg,,Special episode included in volume 3 of the Blu-ray release of The iDOLM@STER Million Live! depicting behind-the-scenes footage o
60722,Pure Love Ingot,,Music,1.0,Finished Airing,2025-01-08T00:00:00+00:00,,4 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1000/147422l.jpg,,Music video for the song Ju
60478,Mobile Suit Gundam: ALC Encounter,"Action, Sci-Fi",Special,1.0,Finished Airing,2024-11-24T00:00:00+00:00,,5 min,,,17240.0,PG-13 - Teens 13 or older,Sunrise,,https://cdn.myanimelist.net/images/anime/1356/147882l.jpg,,"A special animation in commemoration of the 45th anniversary of the Gundam franchise, that was screened at Mitsui Shopp"
60592,Walking the Way All Alone,"Action, Drama, Fantasy",ONA,,Not yet aired,,,Unknown,,,,,Wonder Cat Animation,bilibili,https://cdn.myanimelist.net/images/anime/1180/147085l.jpg,https://www.youtube.com/watch?v=uz_MUzJv0_I,"Luo Li has been trapped in the soulless Yinzhou Continent since he was a child and became the number one killer of Tianjue Killing Hall. His father, Master Ciyun, sacrificed himself to buy Luo Li a chance to escape from Yinzhou and go to Zhongtian Main World to find the true way to cultivate immortality.

(Sou"
60588,Action Monster Big Movie,"Comedy, Supernatural",ONA,,Not yet aired,,,Unknown,,,,,HuaMei Animation,bilibili,https://cdn.myanimelist.net/images/anime/1050/147080l.jpg,https://www.youtube.com/watch?v=3BmRWOtVOQE,"Following a decline in the amount of monster movies created, Meng Qi, a director who is obsessed with the monster movie genre, becomes unsure about his persistence—he never expected that one day an actual monster would appear in front of him! In order to fulfill his dream, Meng Qi decides to cooperate with the demon girl Liya and help her shoot a demon themed movie. However, as the shooting progresses, Meng Qi discovers that things in the other world are closely related to him...

(Sou"
60587,Yu Ling Shi,"Adventure, Fantasy",ONA,,Not yet aired,,,Unknown,,,,,UKA,bilibili,https://cdn.myanimelist.net/images/anime/1187/147079l.jpg,https://www.youtube.com/watch?v=jz_erPMtco8,"This tells the story of a popular cartoonist who became famous for his comic book .B.King. However, he ran out of ideas after many years and could only rely on constantly abandoning his characters to attract attention. One day, he received a mysterious phone call and was absorbed into the world of B.King as a character named Wang Xiaoming. Thus, the Wang Xiaoming who now has the thoughts of the ""creator,"" along with the characters he created, embarks on a fantasy adventure that could be described as, ""God's shortcut, one step to heaven.""

(Sou"
60581,Alien Collections,Sci-Fi,ONA,,Not yet aired,,,Unknown,,,,,"Pb Animation Co. Ltd., LAN Studio, Sunflowers",bilibili,https://cdn.myanimelist.net/images/anime/1345/147073l.jpg,https://www.youtube.com/watch?v=iO1feKNX9g0,"Hao Ren was originally a young man who lived in a fourth-tier city and lived on the meager rent of an old house. When he went out to work, he accidentally became a ""universe police officer."" While he was still struggling to accommodate a group of abnormal creature tenants arranged by his superiors, his jurisdiction, the Dream Plane Universe, had already brewed a cosmic crisis. The mystery of the origin of abnormal creatures on Earth and the ruins of civilization in the Dream Plane Universe seem to be connected in some way. 

As Hao Ren's investigation deepened, the eldest son's world-destroying natural disaster, the goddess of creation fell, and one after another of the dusty and terrifying cases that had been buried for thousands of years bombarded his already useless brain circuit. Hao Ren gradually realized that he might not be able to slack off...

(Sou"
60580,The Gate of Mystical Realm,"Action, Adventure",ONA,,Not yet aired,2025-01-01T00:00:00+00:00,,Unknown,,,,,BYMENT,bilibili,https://cdn.myanimelist.net/images/anime/1586/147072l.jpg,,"In a world where warriors are respected, Shi Mu's fate seems destined to be different. As the adopted son of an aristocratic family, he is forced to embark on the road of a warrior to find the truth and redeem himself. From the four halls of Fengcheng to the struggle between sects, interests are entangled, and powerful enemies lurk. Every challenge makes Shi Mu more determined. In the end, Shi Mu realizes the power of his bloodline, which not only changes his own destiny, but also affects the future of many people.

(Sou"
61443,Shunkashuutou Daikousha: Haru no Mai,"Drama, Fantasy, Romance",TV,,Not yet aired,,,Unknown,,,,,Wit Studio,Tohokushinsha Film Corporation,https://cdn.myanimelist.net/images/anime/1908/149187l.jpg,https://www.youtube.com/watch?v=1PKAI_gtqgg,"Winter was once the only season in the world-but such an existence was too lonely to bear, and so it created Spring to love. Before long, the earth wished for more time to rest in the cycle, and Summer and Autumn were born. The ones who carry the cycle are called the Agents of the Four Seasons. Hinagiku, the Agent of Spring, disappeared from this land ten years ago, taking the season of spring with her. Now, after incredible hardship, she has returned to restore the cycle to its proper state-and, as in the myth passed down since the dawn of time, she sends her love to Wi"
61441,Zettai Korosu Man,Action,Music,1.0,Finished Airing,2021-12-09T00:00:00+00:00,,3 min,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1750/149177l.jpg,,Music video for the song Zettai Kor
61377,Legend of Future,,Music,1.0,Finished Airing,1989-01-01T00:00:00+00:00,,1 min,,,,PG-13 - Teens 13 or older,Gainax,,https://cdn.myanimelist.net/images/anime/1666/149015l.jpg,,Music video for the song Legend of
61440,Watashi no Shiawase na Kekkon (Shinsaku Anime),"Drama, Fantasy, Romance",,,Not yet aired,,,Unknown,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1511/149166l.jpg,https://www.youtube.com/watch?v=y7PSoKty4WU,New anime project of Wata
61440,Watashi no Shiawase na Kekkon (Shinsaku Anime),"Drama, Fantasy, Romance",,,Not yet aired,,,Unknown,,,,PG-13 - Teens 13 or older,,,https://cdn.myanimelist.net/images/anime/1511/149166l.jpg,https://www.youtube.com/watch?v=y7PSoKty4WU,New anime project of Wata
61431,Shimadzu Corporation 150th Anniversary Animation,Drama,ONA,1.0,Finished Airing,2025-03-31T00:00:00+00:00,,3 min,,,14528.0,G - All Ages,Studio Kai,"Toyro Music, Shimadzu Corporation",https://cdn.myanimelist.net/images/anime/1521/149132l.jpg,,"The story takes place in Kyoto in 1877. The atmosphere of the city and people in Kyoto was greatly depressed due to the transfer of the capital to Tokyo. Despite this, Genzo Shimadzu Sr. was busily pursuing his research with the aim of flying a light balloon requested by Kyoto Prefecture. After watching the balloon take off, the protagonist (Shimadzu employee) aspires to connect Genzo's passion from the past to the present and into the future.

(Source:"
61435,Kaiten Mokuba,,Music,1.0,Finished Airing,2007-01-01T00:00:00+00:00,,4 min,,,,G - All Ages,,,https://cdn.myanimelist.net/images/anime/1980/149159l.jpg,,Music video for the song K
61375,A Day In Autumn,,Music,1.0,Finished Airing,1989-01-01T00:00:00+00:00,,7 min,,,,PG-13 - Teens 13 or older,Gainax,,https://cdn.myanimelist.net/images/anime/1815/149013l.jpg,,Music video for the song A Day In
